brand,asin,product_title,reviewer_name,review_date,review_rating,review_title,review_body,verified_purchase,scraped_at
Skybags,B0FPXQ4WA4,Skybags Reef 65 cm Polycarbonate Spinner,Suresh R.,Reviewed in India on 17 June 2025,4.7,Great product!,"Perfect travel companion, just as described in the listing. Would definitely buy again, no complaints at all.",False,2026-04-10T05:47:58
Skybags,B0FPXQ4WA4,Skybags Reef 65 cm Polycarbonate Spinner,Sanjay N.,Reviewed in India on 01 October 2025,4.4,Great product!,"Great build, great quality. Bought two more for my family. Great build, great quality. Bought two more for my family.",True,2026-04-10T05:47:58
Skybags,B0FPXQ4WA4,Skybags Reef 65 cm Polycarbonate Spinner,Amit T.,Reviewed in India on 14 March 2026,1.8,Disappointing experience,Zipper teeth started separating after just 2 trips.,True,2026-04-10T05:47:58
Skybags,B01MP7E1GB,Skybags Optimus Plus 75 cm Expandable Trolley,Manish G.,Reviewed in India on 08 June 2025,4.0,Great product!,"Great build, great quality. Bought two more for my family. This is my third bag from this brand — never disappointed.",True,2026-04-10T05:47:58
Skybags,B01MP7E1GB,Skybags Optimus Plus 75 cm Expandable Trolley,Nisha K.,Reviewed in India on 27 December 2025,4.3,Great product!,Value for money is outstanding! Better than bags twice the price.,False,2026-04-10T05:47:58
Skybags,B01MP7E1GB,Skybags Optimus Plus 75 cm Expandable Trolley,Anjali N.,Reviewed in India on 26 April 2025,4.4,Great product!,"Very happy with this purchase, delivery was also fast.",True,2026-04-10T05:47:58
Skybags,B01MP7E1GB,Skybags Optimus Plus 75 cm Expandable Trolley,Kavita T.,Reviewed in India on 16 August 2025,4.3,Great product!,"Large capacity despite being cabin approved size — very smart design. Great build, great quality. Bought two more for my family.",True,2026-04-10T05:47:58
Skybags,B01MP7E1GB,Skybags Optimus Plus 75 cm Expandable Trolley,Nisha B.,Reviewed in India on 31 July 2025,1.8,Disappointing experience,One of the zipper pulls broke within a week — poor quality control.,False,2026-04-10T05:47:58
Skybags,B01MP7E1GB,Skybags Optimus Plus 75 cm Expandable Trolley,Anjali P.,Reviewed in India on 14 April 2025,4.5,Great product!,"Very happy with this purchase, delivery was also fast.",True,2026-04-10T05:47:58
Skybags,B0FXORXC51,Skybags Edge 4 Wheel 55 cm Suitcase Red,Priya K.,Reviewed in India on 28 April 2025,1.8,Disappointing experience,"Zipper got stuck on the second use, very disappointing. Not worth the price. Would not recommend to anyone.",True,2026-04-10T05:47:58
Skybags,B0FXORXC51,Skybags Edge 4 Wheel 55 cm Suitcase Red,Kunal K.,Reviewed in India on 12 October 2025,4.4,Great product!,"Fits perfectly in the overhead cabin bin on IndiGo and Air India. Perfect travel companion, just as described in the listing.",True,2026-04-10T05:47:58
Skybags,B0FXORXC51,Skybags Edge 4 Wheel 55 cm Suitcase Red,Vikram T.,Reviewed in India on 11 June 2025,4.6,Great product!,"Perfect travel companion, just as described in the listing.",True,2026-04-10T05:47:58
Skybags,B0FXORXC51,Skybags Edge 4 Wheel 55 cm Suitcase Red,Anjali T.,Reviewed in India on 14 July 2025,2.2,Disappointing experience,Packaging was poor and the bag arrived slightly bent.,True,2026-04-10T05:47:58
Skybags,B0FXORXC51,Skybags Edge 4 Wheel 55 cm Suitcase Red,Aakash M.,Reviewed in India on 06 September 2025,2.3,Disappointing experience,Customer service didn't respond to my damage complaint.,True,2026-04-10T05:47:58
Skybags,B0AUC4KN0Z,Skybags Citytrail 67 cm Hard Trolley Gray,Sneha T.,Reviewed in India on 14 August 2025,4.5,Great product!,"Would definitely buy again, no complaints at all.",True,2026-04-10T05:47:58
Skybags,B0AUC4KN0Z,Skybags Citytrail 67 cm Hard Trolley Gray,Pooja S.,Reviewed in India on 17 October 2025,4.8,Great product!,The compartments are well thought out and very practical.,True,2026-04-10T05:47:58
Skybags,B0AUC4KN0Z,Skybags Citytrail 67 cm Hard Trolley Gray,Pooja A.,Reviewed in India on 03 June 2025,4.7,Great product!,"Would definitely buy again, no complaints at all. Very happy with this purchase, delivery was also fast.",True,2026-04-10T05:47:58
Skybags,B0AUC4KN0Z,Skybags Citytrail 67 cm Hard Trolley Gray,Anjali P.,Reviewed in India on 20 October 2025,4.3,Great product!,"Excellent quality for the price, would highly recommend.",True,2026-04-10T05:47:58
Skybags,B0AUC4KN0Z,Skybags Citytrail 67 cm Hard Trolley Gray,Divya R.,Reviewed in India on 02 May 2025,4.3,Great product!,"Value for money is outstanding! Better than bags twice the price. Great build, great quality. Bought two more for my family.",True,2026-04-10T05:47:58
American Tourister,B0JIY812XF,American Tourister Ivy 55 cm Polycarbonate Cabin Bag,Nisha G.,Reviewed in India on 13 August 2025,5.0,Great product!,"After 6 months of regular use, the bag looks as new as day one.",True,2026-04-10T05:47:58
American Tourister,B0JIY812XF,American Tourister Ivy 55 cm Polycarbonate Cabin Bag,Sneha N.,Reviewed in India on 23 March 2026,4.7,Great product!,Looks exactly like the pictures and arrived in perfect condition.,True,2026-04-10T05:47:58
American Tourister,B0JIY812XF,American Tourister Ivy 55 cm Polycarbonate Cabin Bag,Rohit T.,Reviewed in India on 04 March 2026,4.8,Great product!,"Excellent quality for the price, would highly recommend. Great build, great quality. Bought two more for my family.",True,2026-04-10T05:47:58
American Tourister,B0JIY812XF,American Tourister Ivy 55 cm Polycarbonate Cabin Bag,Sneha B.,Reviewed in India on 24 October 2025,1.7,Disappointing experience,Build quality has clearly gone down compared to older models. Returned the product after one use — quality was not up to standards.,True,2026-04-10T05:47:58
American Tourister,B0JIY812XF,American Tourister Ivy 55 cm Polycarbonate Cabin Bag,Manish K.,Reviewed in India on 09 December 2025,4.3,Great product!,"Perfect travel companion, just as described in the listing.",True,2026-04-10T05:47:58
American Tourister,B0JIY812XF,American Tourister Ivy 55 cm Polycarbonate Cabin Bag,Sneha P.,Reviewed in India on 17 October 2025,4.3,Great product!,"Very happy with this purchase, delivery was also fast.",False,2026-04-10T05:47:58
American Tourister,B03EL73OJ7,American Tourister Linex 69 cm Medium Hard Luggage,Ritu T.,Reviewed in India on 02 November 2025,4.6,Great product!,"Very happy with this purchase, delivery was also fast.",True,2026-04-10T05:47:58
American Tourister,B03EL73OJ7,American Tourister Linex 69 cm Medium Hard Luggage,Divya T.,Reviewed in India on 07 March 2026,4.9,Great product!,"Would definitely buy again, no complaints at all. Great build, great quality. Bought two more for my family.",True,2026-04-10T05:47:58
American Tourister,B03EL73OJ7,American Tourister Linex 69 cm Medium Hard Luggage,Pooja S.,Reviewed in India on 22 May 2025,1.5,Disappointing experience,Returned the product after one use — quality was not up to standards.,False,2026-04-10T05:47:58
American Tourister,B03EL73OJ7,American Tourister Linex 69 cm Medium Hard Luggage,Divya S.,Reviewed in India on 22 October 2025,5.0,Great product!,Loved the build quality — much better than similar price range bags.,False,2026-04-10T05:47:58
American Tourister,B03EL73OJ7,American Tourister Linex 69 cm Medium Hard Luggage,Deepika T.,Reviewed in India on 06 March 2026,4.9,Great product!,"Would definitely buy again, no complaints at all.",True,2026-04-10T05:47:58
American Tourister,B03EL73OJ7,American Tourister Linex 69 cm Medium Hard Luggage,Rahul B.,Reviewed in India on 19 May 2025,4.3,Great product!,"Loved the build quality — much better than similar price range bags. Very happy with this purchase, delivery was also fast.",True,2026-04-10T05:47:58
American Tourister,B0AARGGWD7,American Tourister Magna Max 79 cm Large Trolley,Vikram M.,Reviewed in India on 16 May 2025,5.0,Great product!,This is my third bag from this brand — never disappointed.,True,2026-04-10T05:47:58
American Tourister,B0AARGGWD7,American Tourister Magna Max 79 cm Large Trolley,Rohit M.,Reviewed in India on 03 January 2026,5.0,Great product!,Used this bag for 12+ flights and it still looks brand new.,False,2026-04-10T05:47:58
American Tourister,B0AARGGWD7,American Tourister Magna Max 79 cm Large Trolley,Rahul G.,Reviewed in India on 04 January 2026,4.5,Great product!,This is my third bag from this brand — never disappointed.,False,2026-04-10T05:47:58
American Tourister,B0AARGGWD7,American Tourister Magna Max 79 cm Large Trolley,Deepika P.,Reviewed in India on 08 October 2025,4.0,Great product!,"Very happy with this purchase, delivery was also fast. This is my third bag from this brand — never disappointed.",True,2026-04-10T05:47:58
American Tourister,B0AARGGWD7,American Tourister Magna Max 79 cm Large Trolley,Aakash G.,Reviewed in India on 18 November 2025,4.3,Great product!,"Great build, great quality. Bought two more for my family.",False,2026-04-10T05:47:58
American Tourister,B0AARGGWD7,American Tourister Magna Max 79 cm Large Trolley,Rahul R.,Reviewed in India on 11 July 2025,2.0,Disappointing experience,Customer service didn't respond to my damage complaint. Very disappointed with the overall quality and finish.,True,2026-04-10T05:47:58
American Tourister,B0RBD92VOI,American Tourister Bon Air 4 Wheel 55 cm Suitcase,Arjun N.,Reviewed in India on 24 June 2025,2.4,Disappointing experience,Build quality has clearly gone down compared to older models.,True,2026-04-10T05:47:58
American Tourister,B0RBD92VOI,American Tourister Bon Air 4 Wheel 55 cm Suitcase,Sanjay S.,Reviewed in India on 11 March 2026,1.8,Disappointing experience,Not worth the price. Would not recommend to anyone.,False,2026-04-10T05:47:58
American Tourister,B0RBD92VOI,American Tourister Bon Air 4 Wheel 55 cm Suitcase,Priya A.,Reviewed in India on 14 November 2025,1.8,Disappointing experience,Not worth the price. Would not recommend to anyone.,True,2026-04-10T05:47:58
American Tourister,B0RBD92VOI,American Tourister Bon Air 4 Wheel 55 cm Suitcase,Suresh G.,Reviewed in India on 04 September 2025,1.3,Disappointing experience,Returned the product after one use — quality was not up to standards. Expected better from a brand at this price range.,True,2026-04-10T05:47:58
American Tourister,B0RBD92VOI,American Tourister Bon Air 4 Wheel 55 cm Suitcase,Divya S.,Reviewed in India on 22 June 2025,1.9,Disappointing experience,Packaging was poor and the bag arrived slightly bent.,True,2026-04-10T05:47:58
American Tourister,B0RBD92VOI,American Tourister Bon Air 4 Wheel 55 cm Suitcase,Rahul K.,Reviewed in India on 07 August 2025,1.4,Disappointing experience,Build quality has clearly gone down compared to older models. Customer service didn't respond to my damage complaint.,True,2026-04-10T05:47:58
American Tourister,B04XF4RSMY,American Tourister Curio 68 cm Medium Spinner,Ritu G.,Reviewed in India on 19 February 2026,4.9,Great product!,"This is my third bag from this brand — never disappointed. Would definitely buy again, no complaints at all.",True,2026-04-10T05:47:58
American Tourister,B04XF4RSMY,American Tourister Curio 68 cm Medium Spinner,Pooja T.,Reviewed in India on 20 July 2025,5.0,Great product!,"Great build, great quality. Bought two more for my family.",True,2026-04-10T05:47:58
American Tourister,B04XF4RSMY,American Tourister Curio 68 cm Medium Spinner,Deepika N.,Reviewed in India on 23 June 2025,5.0,Great product!,"The outer shell material is tough, survived rough baggage handling. Looks exactly like the pictures and arrived in perfect condition.",True,2026-04-10T05:47:58
American Tourister,B04XF4RSMY,American Tourister Curio 68 cm Medium Spinner,Rahul A.,Reviewed in India on 30 November 2025,4.9,Great product!,"Hard shell polycarbonate is rock solid, no dents after check-in. This is my third bag from this brand — never disappointed.",True,2026-04-10T05:47:58
American Tourister,B04XF4RSMY,American Tourister Curio 68 cm Medium Spinner,Arjun K.,Reviewed in India on 09 January 2026,1.3,Disappointing experience,Returned the product after one use — quality was not up to standards.,True,2026-04-10T05:47:58
American Tourister,B04XF4RSMY,American Tourister Curio 68 cm Medium Spinner,Meera S.,Reviewed in India on 01 November 2025,5.0,Great product!,Looks and feels more expensive than it actually is.,True,2026-04-10T05:47:58
American Tourister,B0L5U1D2VU,American Tourister Starvibe 77 cm Large Hardside,Kunal R.,Reviewed in India on 28 March 2026,4.8,Great product!,Looks exactly like the pictures and arrived in perfect condition.,True,2026-04-10T05:47:58
American Tourister,B0L5U1D2VU,American Tourister Starvibe 77 cm Large Hardside,Ritu S.,Reviewed in India on 18 June 2025,1.6,Disappointing experience,Build quality has clearly gone down compared to older models.,False,2026-04-10T05:47:58
American Tourister,B0L5U1D2VU,American Tourister Starvibe 77 cm Large Hardside,Sneha S.,Reviewed in India on 26 April 2025,5.0,Great product!,"Perfect travel companion, just as described in the listing. Would definitely buy again, no complaints at all.",False,2026-04-10T05:47:58
American Tourister,B0L5U1D2VU,American Tourister Starvibe 77 cm Large Hardside,Nisha N.,Reviewed in India on 04 January 2026,5.0,Great product!,"The outer shell material is tough, survived rough baggage handling.",True,2026-04-10T05:47:58
American Tourister,B0L5U1D2VU,American Tourister Starvibe 77 cm Large Hardside,Manish A.,Reviewed in India on 05 November 2025,4.5,Great product!,"Excellent quality for the price, would highly recommend. Very happy with this purchase, delivery was also fast.",True,2026-04-10T05:47:58
American Tourister,B0L5U1D2VU,American Tourister Starvibe 77 cm Large Hardside,Amit N.,Reviewed in India on 05 June 2025,4.9,Great product!,"The outer shell material is tough, survived rough baggage handling.",False,2026-04-10T05:47:58
American Tourister,B0F705ZMY8,American Tourister Instinction 55 cm Cabin Hard,Pooja G.,Reviewed in India on 13 December 2025,4.5,Great product!,Used this bag for 12+ flights and it still looks brand new.,True,2026-04-10T05:47:58
American Tourister,B0F705ZMY8,American Tourister Instinction 55 cm Cabin Hard,Divya M.,Reviewed in India on 15 October 2025,4.4,Great product!,"Would definitely buy again, no complaints at all.",True,2026-04-10T05:47:58
American Tourister,B0F705ZMY8,American Tourister Instinction 55 cm Cabin Hard,Meera A.,Reviewed in India on 16 September 2025,4.7,Great product!,Value for money is outstanding! Better than bags twice the price.,True,2026-04-10T05:47:58
American Tourister,B0F705ZMY8,American Tourister Instinction 55 cm Cabin Hard,Deepika R.,Reviewed in India on 06 March 2026,4.5,Great product!,Survived 2 international trips as check-in and came back with zero damage. This is my third bag from this brand — never disappointed.,True,2026-04-10T05:47:58
American Tourister,B0F705ZMY8,American Tourister Instinction 55 cm Cabin Hard,Manish N.,Reviewed in India on 24 November 2025,5.0,Great product!,"Survived 2 international trips as check-in and came back with zero damage. Great build, great quality. Bought two more for my family.",True,2026-04-10T05:47:58
American Tourister,B0F705ZMY8,American Tourister Instinction 55 cm Cabin Hard,Anjali T.,Reviewed in India on 07 May 2025,4.5,Great product!,Value for money is outstanding! Better than bags twice the price.,True,2026-04-10T05:47:58
American Tourister,B0D3GAI9HC,American Tourister Star Wars 65 cm Printed Trolley,Meera M.,Reviewed in India on 07 November 2025,5.0,Great product!,"Hard shell polycarbonate is rock solid, no dents after check-in.",False,2026-04-10T05:47:58
American Tourister,B0D3GAI9HC,American Tourister Star Wars 65 cm Printed Trolley,Amit B.,Reviewed in India on 26 December 2025,4.9,Great product!,"Hard shell polycarbonate is rock solid, no dents after check-in.",False,2026-04-10T05:47:58
American Tourister,B0D3GAI9HC,American Tourister Star Wars 65 cm Printed Trolley,Anjali A.,Reviewed in India on 11 August 2025,5.0,Great product!,Looks and feels more expensive than it actually is. This is my third bag from this brand — never disappointed.,True,2026-04-10T05:47:58
American Tourister,B0D3GAI9HC,American Tourister Star Wars 65 cm Printed Trolley,Rahul M.,Reviewed in India on 14 December 2025,4.6,Great product!,Used this bag for 12+ flights and it still looks brand new. Value for money is outstanding! Better than bags twice the price.,True,2026-04-10T05:47:58
American Tourister,B0D3GAI9HC,American Tourister Star Wars 65 cm Printed Trolley,Manish S.,Reviewed in India on 18 July 2025,4.9,Great product!,"Perfect travel companion, just as described in the listing.",True,2026-04-10T05:47:58
American Tourister,B0D3GAI9HC,American Tourister Star Wars 65 cm Printed Trolley,Ritu P.,Reviewed in India on 20 October 2025,5.0,Great product!,"Would definitely buy again, no complaints at all. Would definitely buy again, no complaints at all.",True,2026-04-10T05:47:58
American Tourister,B08XUQU0MR,American Tourister Crystal 75 cm Expandable Lock,Manish P.,Reviewed in India on 03 August 2025,4.6,Great product!,Material feels premium and the finish hasn't scratched even after heavy use.,True,2026-04-10T05:47:58
American Tourister,B08XUQU0MR,American Tourister Crystal 75 cm Expandable Lock,Arjun S.,Reviewed in India on 09 December 2025,4.2,Great product!,"After 6 months of regular use, the bag looks as new as day one. Perfect travel companion, just as described in the listing.",True,2026-04-10T05:47:58
American Tourister,B08XUQU0MR,American Tourister Crystal 75 cm Expandable Lock,Meera M.,Reviewed in India on 22 March 2026,4.6,Great product!,"Very happy with this purchase, delivery was also fast.",True,2026-04-10T05:47:58
American Tourister,B08XUQU0MR,American Tourister Crystal 75 cm Expandable Lock,Aakash K.,Reviewed in India on 16 August 2025,5.0,Great product!,"Very durable product, well worth the investment. Would definitely buy again, no complaints at all.",True,2026-04-10T05:47:58
American Tourister,B08XUQU0MR,American Tourister Crystal 75 cm Expandable Lock,Kunal P.,Reviewed in India on 09 June 2025,5.0,Great product!,"Would definitely buy again, no complaints at all. Great build, great quality. Bought two more for my family.",True,2026-04-10T05:47:58
American Tourister,B08XUQU0MR,American Tourister Crystal 75 cm Expandable Lock,Arjun R.,Reviewed in India on 23 December 2025,1.7,Disappointing experience,Returned the product after one use — quality was not up to standards.,True,2026-04-10T05:47:58
American Tourister,B0Y37YLYUM,American Tourister Kamiliant Kam 55 cm Spin Luggage,Amit R.,Reviewed in India on 12 September 2025,4.7,Great product!,"Very happy with this purchase, delivery was also fast. Very happy with this purchase, delivery was also fast.",True,2026-04-10T05:47:58
American Tourister,B0Y37YLYUM,American Tourister Kamiliant Kam 55 cm Spin Luggage,Priya N.,Reviewed in India on 18 December 2025,4.9,Great product!,"Very durable product, well worth the investment.",False,2026-04-10T05:47:58
American Tourister,B0Y37YLYUM,American Tourister Kamiliant Kam 55 cm Spin Luggage,Sneha G.,Reviewed in India on 09 September 2025,4.7,Great product!,"Loved the build quality — much better than similar price range bags. Excellent quality for the price, would highly recommend.",False,2026-04-10T05:47:58
American Tourister,B0Y37YLYUM,American Tourister Kamiliant Kam 55 cm Spin Luggage,Deepika K.,Reviewed in India on 08 February 2026,5.0,Great product!,Value for money is outstanding! Better than bags twice the price.,True,2026-04-10T05:47:58
American Tourister,B0Y37YLYUM,American Tourister Kamiliant Kam 55 cm Spin Luggage,Aakash N.,Reviewed in India on 24 March 2026,4.2,Great product!,"Hard shell polycarbonate is rock solid, no dents after check-in.",False,2026-04-10T05:47:58
American Tourister,B0Y37YLYUM,American Tourister Kamiliant Kam 55 cm Spin Luggage,Rohit K.,Reviewed in India on 24 March 2026,4.9,Great product!,Looks and feels more expensive than it actually is.,True,2026-04-10T05:47:58
American Tourister,B0MBIYGKLE,American Tourister Sky Bridge 4R 67 cm Trolley,Anjali S.,Reviewed in India on 06 May 2025,2.3,Disappointing experience,Overpriced for the quality you get. Many better alternatives available.,True,2026-04-10T05:47:58
American Tourister,B0MBIYGKLE,American Tourister Sky Bridge 4R 67 cm Trolley,Rohit T.,Reviewed in India on 20 October 2025,4.2,Great product!,"This is my third bag from this brand — never disappointed. Great build, great quality. Bought two more for my family.",True,2026-04-10T05:47:58
American Tourister,B0MBIYGKLE,American Tourister Sky Bridge 4R 67 cm Trolley,Vikram N.,Reviewed in India on 18 September 2025,4.8,Great product!,"Would definitely buy again, no complaints at all.",True,2026-04-10T05:47:58
American Tourister,B0MBIYGKLE,American Tourister Sky Bridge 4R 67 cm Trolley,Arjun A.,Reviewed in India on 17 May 2025,1.7,Disappointing experience,Overpriced for the quality you get. Many better alternatives available.,True,2026-04-10T05:47:58
American Tourister,B0MBIYGKLE,American Tourister Sky Bridge 4R 67 cm Trolley,Sneha M.,Reviewed in India on 17 June 2025,5.0,Great product!,"After 6 months of regular use, the bag looks as new as day one. Looks exactly like the pictures and arrived in perfect condition.",True,2026-04-10T05:47:58
American Tourister,B0WF4L2MP7,American Tourister Trig 79 cm Large Hardside 8W,Kunal S.,Reviewed in India on 14 October 2025,5.0,Great product!,"Perfect travel companion, just as described in the listing.",True,2026-04-10T05:47:58
American Tourister,B0WF4L2MP7,American Tourister Trig 79 cm Large Hardside 8W,Ritu M.,Reviewed in India on 04 November 2025,4.9,Great product!,"Very durable product, well worth the investment.",False,2026-04-10T05:47:58
American Tourister,B0WF4L2MP7,American Tourister Trig 79 cm Large Hardside 8W,Pooja T.,Reviewed in India on 28 January 2026,5.0,Great product!,"Excellent quality for the price, would highly recommend. Great build, great quality. Bought two more for my family.",True,2026-04-10T05:47:58
American Tourister,B0WF4L2MP7,American Tourister Trig 79 cm Large Hardside 8W,Meera M.,Reviewed in India on 05 June 2025,1.9,Disappointing experience,Expected better from a brand at this price range.,True,2026-04-10T05:47:58
American Tourister,B0WF4L2MP7,American Tourister Trig 79 cm Large Hardside 8W,Priya N.,Reviewed in India on 11 May 2025,2.2,Disappointing experience,Returned the product after one use — quality was not up to standards. Not worth the price. Would not recommend to anyone.,True,2026-04-10T05:47:58
VIP,B07CPJ2DK6,VIP Skybag 55 cm Small Cabin Hard Trolley,Priya S.,Reviewed in India on 15 September 2025,4.3,Great product!,"Perfect travel companion, just as described in the listing. Very happy with this purchase, delivery was also fast.",True,2026-04-10T05:47:58
VIP,B07CPJ2DK6,VIP Skybag 55 cm Small Cabin Hard Trolley,Sneha P.,Reviewed in India on 26 November 2025,4.9,Great product!,"Very happy with this purchase, delivery was also fast.",True,2026-04-10T05:47:58
VIP,B07CPJ2DK6,VIP Skybag 55 cm Small Cabin Hard Trolley,Nisha S.,Reviewed in India on 29 December 2025,4.0,Great product!,"Very comfortable grip on the handle, no strain even after long walks. Very happy with this purchase, delivery was also fast.",True,2026-04-10T05:47:58
VIP,B07CPJ2DK6,VIP Skybag 55 cm Small Cabin Hard Trolley,Suresh N.,Reviewed in India on 15 March 2026,2.1,Disappointing experience,Not worth the price. Would not recommend to anyone.,True,2026-04-10T05:47:58
VIP,B07CPJ2DK6,VIP Skybag 55 cm Small Cabin Hard Trolley,Sanjay B.,Reviewed in India on 14 December 2025,4.0,Great product!,"Exactly the size advertised, no surprises at the airport check-in.",False,2026-04-10T05:47:58
VIP,B07CPJ2DK6,VIP Skybag 55 cm Small Cabin Hard Trolley,Rohit G.,Reviewed in India on 28 March 2026,4.6,Great product!,"Would definitely buy again, no complaints at all. Very happy with this purchase, delivery was also fast.",True,2026-04-10T05:47:58
VIP,B0X8P3Z8G1,VIP Tropic 65 cm Polycarbonate Spinner Luggage,Divya S.,Reviewed in India on 12 May 2025,2.3,Disappointing experience,Customer service didn't respond to my damage complaint.,True,2026-04-10T05:47:58
VIP,B0X8P3Z8G1,VIP Tropic 65 cm Polycarbonate Spinner Luggage,Sanjay R.,Reviewed in India on 03 July 2025,4.4,Great product!,Spacious inside — packed 6 days worth of clothes and still had room.,True,2026-04-10T05:47:58
VIP,B0X8P3Z8G1,VIP Tropic 65 cm Polycarbonate Spinner Luggage,Suresh A.,Reviewed in India on 17 March 2026,1.8,Disappointing experience,Overpriced for the quality you get. Many better alternatives available. Build quality has clearly gone down compared to older models.,True,2026-04-10T05:47:58
VIP,B0X8P3Z8G1,VIP Tropic 65 cm Polycarbonate Spinner Luggage,Suresh B.,Reviewed in India on 20 January 2026,2.2,Disappointing experience,Build quality has clearly gone down compared to older models. Very disappointed with the overall quality and finish.,False,2026-04-10T05:47:58
VIP,B0X8P3Z8G1,VIP Tropic 65 cm Polycarbonate Spinner Luggage,Priya B.,Reviewed in India on 14 July 2025,4.4,Great product!,"Handle mechanism is smooth and stays locked properly. Would definitely buy again, no complaints at all.",True,2026-04-10T05:47:58
VIP,B0X8P3Z8G1,VIP Tropic 65 cm Polycarbonate Spinner Luggage,Kunal M.,Reviewed in India on 09 December 2025,4.4,Great product!,"Excellent quality for the price, would highly recommend.",True,2026-04-10T05:47:58
VIP,B06WBU3NOW,VIP Elanza 75 cm Large Hard Trolley Grey,Rohit K.,Reviewed in India on 30 November 2025,4.8,Great product!,"The telescopic handle is sturdy and ergonomic, perfect height for me. Perfect travel companion, just as described in the listing.",True,2026-04-10T05:47:58
VIP,B06WBU3NOW,VIP Elanza 75 cm Large Hard Trolley Grey,Sanjay T.,Reviewed in India on 07 October 2025,4.1,Great product!,"Would definitely buy again, no complaints at all. Value for money is outstanding! Better than bags twice the price.",True,2026-04-10T05:47:58
VIP,B06WBU3NOW,VIP Elanza 75 cm Large Hard Trolley Grey,Manish S.,Reviewed in India on 10 August 2025,4.0,Great product!,"Would definitely buy again, no complaints at all. Great build, great quality. Bought two more for my family.",True,2026-04-10T05:47:58
VIP,B06WBU3NOW,VIP Elanza 75 cm Large Hard Trolley Grey,Arjun S.,Reviewed in India on 22 November 2025,4.8,Great product!,Spacious inside — packed 6 days worth of clothes and still had room.,True,2026-04-10T05:47:58
VIP,B06WBU3NOW,VIP Elanza 75 cm Large Hard Trolley Grey,Suresh B.,Reviewed in India on 15 September 2025,1.8,Disappointing experience,Returned the product after one use — quality was not up to standards.,True,2026-04-10T05:47:58
VIP,B06WBU3NOW,VIP Elanza 75 cm Large Hard Trolley Grey,Kunal P.,Reviewed in India on 16 September 2025,2.4,Disappointing experience,Returned the product after one use — quality was not up to standards.,True,2026-04-10T05:47:58
VIP,B0CAHE2SLK,VIP Novo 55 cm 8 Wheel Spinner Cabin Bag,Arjun B.,Reviewed in India on 13 June 2025,1.7,Disappointing experience,Expected better from a brand at this price range.,True,2026-04-10T05:47:58
VIP,B0CAHE2SLK,VIP Novo 55 cm 8 Wheel Spinner Cabin Bag,Vikram M.,Reviewed in India on 10 March 2026,3.9,Great product!,"Perfect travel companion, just as described in the listing.",True,2026-04-10T05:47:58
VIP,B0CAHE2SLK,VIP Novo 55 cm 8 Wheel Spinner Cabin Bag,Aakash S.,Reviewed in India on 29 August 2025,2.5,Disappointing experience,Very disappointed with the overall quality and finish.,False,2026-04-10T05:47:58
VIP,B0CAHE2SLK,VIP Novo 55 cm 8 Wheel Spinner Cabin Bag,Sneha G.,Reviewed in India on 25 December 2025,3.9,Great product!,Spacious inside — packed 6 days worth of clothes and still had room.,False,2026-04-10T05:47:58
VIP,B0CAHE2SLK,VIP Novo 55 cm 8 Wheel Spinner Cabin Bag,Pooja R.,Reviewed in India on 08 August 2025,1.8,Disappointing experience,Returned the product after one use — quality was not up to standards.,True,2026-04-10T05:47:58
VIP,B0CAHE2SLK,VIP Novo 55 cm 8 Wheel Spinner Cabin Bag,Arjun K.,Reviewed in India on 14 July 2025,4.3,Great product!,"Build quality of the handle is excellent, feels like a premium product. Great build, great quality. Bought two more for my family.",False,2026-04-10T05:47:58
VIP,B06E2H9OS3,VIP Odyssey 69 cm Medium Hardside Trolley,Sanjay R.,Reviewed in India on 14 July 2025,4.6,Great product!,"Very comfortable grip on the handle, no strain even after long walks.",True,2026-04-10T05:47:58
VIP,B06E2H9OS3,VIP Odyssey 69 cm Medium Hardside Trolley,Rahul S.,Reviewed in India on 28 August 2025,4.3,Great product!,Handle locks at exactly the right position and doesn't collapse mid-walk.,True,2026-04-10T05:47:58
VIP,B06E2H9OS3,VIP Odyssey 69 cm Medium Hardside Trolley,Arjun A.,Reviewed in India on 16 December 2025,4.5,Great product!,"Excellent quality for the price, would highly recommend. Value for money is outstanding! Better than bags twice the price.",True,2026-04-10T05:47:58
VIP,B06E2H9OS3,VIP Odyssey 69 cm Medium Hardside Trolley,Rohit B.,Reviewed in India on 30 September 2025,1.8,Disappointing experience,Build quality has clearly gone down compared to older models. Expected better from a brand at this price range.,True,2026-04-10T05:47:58
VIP,B06E2H9OS3,VIP Odyssey 69 cm Medium Hardside Trolley,Meera B.,Reviewed in India on 18 March 2026,4.4,Great product!,This is my third bag from this brand — never disappointed.,True,2026-04-10T05:47:58
VIP,B06E2H9OS3,VIP Odyssey 69 cm Medium Hardside Trolley,Divya R.,Reviewed in India on 27 November 2025,4.5,Great product!,Spacious inside — packed 6 days worth of clothes and still had room.,True,2026-04-10T05:47:58
VIP,B0ZG96CFWY,VIP Arcade 4 Wheels Large Trolley Black 79 cm,Rahul P.,Reviewed in India on 10 June 2025,4.3,Great product!,"Build quality of the handle is excellent, feels like a premium product. This is my third bag from this brand — never disappointed.",True,2026-04-10T05:47:58
